Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_019575955.1	1
High complexity	GCF_019581175.1	2
High complexity	GCF_019598945.1	2
High complexity	GCF_019598965.1	2
High complexity	GCF_019599025.1	3
High complexity	GCF_019599145.1	5
High complexity	GCF_019599365.1	6
High complexity	GCF_019602835.1	1
High complexity	GCF_019603315.1	4
High complexity	GCF_019614655.1	11
High complexity	GCF_019645815.1	3
High complexity	GCF_019645935.1	2
High complexity	GCF_019646095.1	3
High complexity	GCF_019665765.1	2
High complexity	GCF_019665785.1	2
High complexity	GCF_019668465.1	5
High complexity	GCF_019668485.1	4
High complexity	GCF_019669985.1	3
High complexity	GCF_019670005.1	7
High complexity	GCF_019670485.1	14
High complexity	GCF_019684455.1	4
High complexity	GCF_019684995.1	5
High complexity	GCF_019685075.1	5
High complexity	GCF_019685315.1	3
High complexity	GCF_019686115.1	1
High complexity	GCF_019686255.1	3
High complexity	GCF_019703875.1	3
High complexity	GCF_019703895.1	5
High complexity	GCF_019704135.1	2
High complexity	GCF_019704275.1	3
High complexity	GCF_019704555.1	6
High complexity	GCF_019704575.1	2
High complexity	GCF_019710535.1	10
High complexity	GCF_019711195.1	3
High complexity	GCF_019718935.1	6
High complexity	GCF_019719355.1	7
High complexity	GCF_019722725.1	2
High complexity	GCF_019731075.1	2
High complexity	GCF_019731555.1	2
High complexity	GCF_019739095.1	6
High complexity	GCF_019774515.1	2
High complexity	GCF_019774615.1	3
High complexity	GCF_019775695.1	12
High complexity	GCF_019780065.1	3
High complexity	GCF_019793795.1	10
High complexity	GCF_019793815.1	6
High complexity	GCF_019795555.1	7
High complexity	GCF_019797765.1	7
High complexity	GCF_019797845.1	14
High complexity	GCF_019797865.1	1
High complexity	GCF_019800985.1	1
High complexity	GCF_019801365.1	1
High complexity	GCF_019802125.1	3
High complexity	GCF_019802245.1	5
High complexity	GCF_019806665.1	3
High complexity	GCF_019823045.1	2
High complexity	GCF_019823085.1	11
High complexity	GCF_019846815.1	6
High complexity	GCF_019856235.1	49
High complexity	GCF_019856535.1	9
High complexity	GCF_019880305.1	6
High complexity	GCF_019880365.1	5
High complexity	GCF_019880385.1	1
High complexity	GCF_019880405.1	27
High complexity	GCF_019880525.1	4
High complexity	GCF_019884725.1	3
High complexity	GCF_019891175.1	5
High complexity	GCF_019891395.1	1
High complexity	GCF_019904175.1	9
High complexity	GCF_019904295.1	1
High complexity	GCF_019913095.1	5
High complexity	GCF_019915265.1	3
High complexity	GCF_019924635.1	2
High complexity	GCF_019930545.1	7
High complexity	GCF_019930585.1	1
High complexity	GCF_019931675.1	2
High complexity	GCF_019933155.2	10
High complexity	GCF_019968905.1	3
High complexity	GCF_019973615.1	2
High complexity	GCF_019973735.1	1
High complexity	GCF_019973775.1	3
High complexity	GCF_019974135.1	1
High complexity	GCF_019976975.1	3
High complexity	GCF_019977195.1	3
High complexity	GCF_019977235.1	4
High complexity	GCF_019977255.1	3
High complexity	GCF_019977275.1	2
High complexity	GCF_019977295.1	2
High complexity	GCF_019977315.1	4
High complexity	GCF_019977335.1	1
High complexity	GCF_019977355.1	4
High complexity	GCF_019977375.1	4
High complexity	GCF_019977395.1	1
High complexity	GCF_019977655.1	5
High complexity	GCF_020023735.2	2
High complexity	GCF_020025155.1	5
High complexity	GCF_020026305.1	6
High complexity	GCF_020034615.1	3
High complexity	GCF_020035395.2	1
High complexity	GCF_020042285.1	2
High complexity	GCF_020042345.1	3
High complexity	GCF_020042665.1	2
High complexity	GCF_020080045.1	4
High complexity	GCF_020089835.1	11
High complexity	GCF_020091585.1	7
High complexity	GCF_020093395.1	6
High complexity	GCF_020096995.1	2
High complexity	GCF_020144675.1	2
High complexity	GCF_020149575.1	6
High complexity	GCF_020149915.1	2
High complexity	GCF_020150455.1	2
High complexity	GCF_020151015.1	4
High complexity	GCF_020162115.1	2
High complexity	GCF_020171345.1	2
High complexity	GCF_020171595.1	1
High complexity	GCF_020172665.1	1
High complexity	GCF_020172685.1	1
High complexity	GCF_020181595.1	3
High complexity	GCF_020181615.1	4
High complexity	GCF_020181635.1	3
High complexity	GCF_020204845.1	9
High complexity	GCF_020215645.1	9
High complexity	GCF_020215665.1	11
High complexity	GCF_020218005.1	6
High complexity	GCF_020229735.1	3
High complexity	GCF_020341595.1	5
High complexity	GCF_020341615.1	3
High complexity	GCF_020351935.1	2
High complexity	GCF_020386615.1	5
High complexity	GCF_020386635.1	2
High complexity	GCF_020401845.1	9
High complexity	GCF_020405165.1	63
High complexity	GCF_020410765.1	6
High complexity	GCF_020418435.1	2
High complexity	GCF_020419555.1	9
High complexity	GCF_020422885.1	6
High complexity	GCF_020422905.1	6
High complexity	GCF_020423045.1	10
High complexity	GCF_020424085.1	1
High complexity	GCF_020428325.2	10
High complexity	GCF_020447105.2	4
High complexity	GCF_020447305.1	1
High complexity	GCF_020510525.1	3
High complexity	GCF_020510545.1	2
High complexity	GCF_020510625.1	2
High complexity	GCF_020510685.1	4
High complexity	GCF_020510705.1	3
High complexity	GCF_020520145.1	2
High complexity	GCF_020520165.1	2
High complexity	GCF_020520285.1	12
High complexity	GCF_020520305.1	2
High complexity	GCF_020524005.1	5
High complexity	GCF_020524035.2	2
High complexity	GCF_020524085.2	6
High complexity	GCF_020524355.2	5
High complexity	GCF_020535245.1	4
High complexity	GCF_020535385.1	2
High complexity	GCF_020535545.1	4
High complexity	GCF_020535565.1	11
High complexity	GCF_020541125.1	5
High complexity	GCF_020544365.1	26
High complexity	GCF_020544405.1	8
High complexity	GCF_020544465.1	5
High complexity	GCF_020544525.1	2
High complexity	GCF_020546665.1	5
High complexity	GCF_020595105.1	5
High complexity	GCF_020616155.1	2
High complexity	GCF_020616335.1	1
High complexity	GCF_020616515.1	3
High complexity	GCF_020616535.1	2
High complexity	GCF_020616555.1	4
High complexity	GCF_020616575.1	3
High complexity	GCF_020618415.1	3
High complexity	GCF_020640855.1	5
High complexity	GCF_020691745.1	3
High complexity	GCF_020715565.1	2
High complexity	GCF_020715685.1	5
High complexity	GCF_020723905.1	2
High complexity	GCF_020730965.2	3
High complexity	GCF_020731415.2	6
High complexity	GCF_020735845.1	3
High complexity	GCF_020735985.1	2
High complexity	GCF_020736365.1	8
High complexity	GCF_020736445.1	3
High complexity	GCF_020736465.1	7
High complexity	GCF_020740535.1	5
High complexity	GCF_020742535.1	2
High complexity	GCF_020743535.1	1
High complexity	GCF_020781975.1	4
High complexity	GCF_020782145.1	1
High complexity	GCF_020783315.1	2
High complexity	GCF_020783335.1	4
High complexity	GCF_020783685.1	3
High complexity	GCF_020809045.1	1
High complexity	GCF_020809065.1	4
High complexity	GCF_020843945.1	9
High complexity	GCF_020843965.1	9
High complexity	GCF_020866845.1	2
High complexity	GCF_020871915.1	5
High complexity	GCF_020880215.1	3
High complexity	GCF_020881855.1	2
High complexity	GCF_020883215.1	5
High complexity	GCF_020883455.1	1
High complexity	GCF_020885655.1	1
High complexity	GCF_020886695.1	2
High complexity	GCF_020886775.1	2
High complexity	GCF_020889625.1	4
High complexity	GCF_020906275.1	1
High complexity	GCF_020911845.1	15
High complexity	GCF_020911885.1	2
High complexity	GCF_020911905.1	3
High complexity	GCF_020911925.1	4
High complexity	GCF_020923435.1	5
High complexity	GCF_020923495.1	13
High complexity	GCF_020985305.1	3
High complexity	GCF_020985325.1	3
High complexity	GCF_020990385.1	3
High complexity	GCF_020991065.1	3
High complexity	GCF_020991085.1	1
High complexity	GCF_020991315.1	5
High complexity	GCF_020995455.1	4
High complexity	GCF_021018745.1	6
High complexity	GCF_021018765.1	9
High complexity	GCF_021021415.1	3
High complexity	GCF_021021495.1	4
High complexity	GCF_021028635.1	4
High complexity	GCF_021029465.1	4
High complexity	GCF_021044565.1	1
High complexity	GCF_021044585.1	1
High complexity	GCF_021044625.1	1
High complexity	GCF_021044645.1	7
High complexity	GCF_021044665.1	7
High complexity	GCF_021044685.1	6
High complexity	GCF_021044705.1	3
High complexity	GCF_021049265.1	1
High complexity	GCF_021049285.1	1
High complexity	GCF_021049305.1	4
High complexity	GCF_021052305.1	3
High complexity	GCF_021052325.1	6
High complexity	GCF_021083405.1	3
High complexity	GCF_021088345.1	2
High complexity	GCF_021117075.1	39
High complexity	GCF_021117275.1	6
High complexity	GCF_021117295.1	6
High complexity	GCF_021117345.1	2
High complexity	GCF_021117365.1	2
High complexity	GCF_021117385.1	3
High complexity	GCF_021117405.1	2
High complexity	GCF_021165735.1	7
High complexity	GCF_021165895.1	6
High complexity	GCF_021165955.1	4
High complexity	GCF_021172045.1	5
High complexity	GCF_021172065.1	29
High complexity	GCF_021173675.1	10
High complexity	GCF_021183565.1	3
High complexity	GCF_021183625.1	3
High complexity	GCF_021183725.1	4
High complexity	GCF_021183825.1	5
High complexity	GCF_021183865.1	6
High complexity	GCF_021184025.1	5
High complexity	GCF_021206375.1	1
High complexity	GCF_021216675.1	4
High complexity	GCF_021223605.1	12
High complexity	GCF_021227995.1	2
High complexity	GCF_021228015.1	2
High complexity	GCF_021228305.1	5
High complexity	GCF_021228675.1	8
High complexity	GCF_021228795.1	4
High complexity	GCF_021233055.1	5
High complexity	GCF_021233075.1	10
High complexity	GCF_021233355.1	4
High complexity	GCF_021233395.1	1
High complexity	GCF_021249385.1	8
High complexity	GCF_021266465.1	2
High complexity	GCF_021276285.1	14
High complexity	GCF_021283075.2	15
High complexity	GCF_021284745.1	3
High complexity	GCF_021284765.1	5
High complexity	GCF_021290385.1	4
High complexity	GCF_021310995.1	1
High complexity	GCF_021312615.1	11
High complexity	GCF_021341735.1	5
High complexity	GCF_021342015.1	2
High complexity	GCF_021353295.2	2
High complexity	GCF_021354605.1	3
High complexity	GCF_021379005.1	3
High complexity	GCF_021383925.1	4
High complexity	GCF_021389895.1	1
High complexity	GCF_021389975.1	2
High complexity	GCF_021390075.1	7
High complexity	GCF_021390155.1	9
High complexity	GCF_021391335.1	2
High complexity	GCF_021391355.1	4
High complexity	GCF_021391395.1	1
High complexity	GCF_021391495.1	7
High complexity	GCF_021391535.1	4
High complexity	GCF_021395175.1	4
High complexity	GCF_021398215.1	2
High complexity	GCF_021398715.1	2
High complexity	GCF_021398735.1	4
High complexity	GCF_021398855.1	9
High complexity	GCF_021405555.1	2
High complexity	GCF_021412625.1	8
High complexity	GCF_021432065.1	4
High complexity	GCF_021432765.1	5
High complexity	GCF_021441825.1	7
High complexity	GCF_021441945.1	2
High complexity	GCF_021462785.1	1
High complexity	GCF_021483665.1	6
High complexity	GCF_021484805.1	5
High complexity	GCF_021491675.1	5
High complexity	GCF_021491915.1	1
High complexity	GCF_021496665.1	1
High complexity	GCF_021496765.1	6
High complexity	GCF_021496785.1	4
High complexity	GCF_021497585.1	1
High complexity	GCF_021498265.1	13
High complexity	GCF_021513175.1	3
High complexity	GCF_021513275.1	8
High complexity	GCF_021531735.1	6
High complexity	GCF_021535045.1	1
High complexity	GCF_021538875.1	6
High complexity	GCF_021545335.1	2
High complexity	GCF_021545785.1	7
High complexity	GCF_021560055.1	9
High complexity	GCF_021560695.1	3
High complexity	GCF_021582875.1	2
High complexity	GCF_021582895.2	2
High complexity	GCF_021590045.1	4
High complexity	GCF_021602405.1	8
High complexity	GCF_021605005.1	2
High complexity	GCF_021605885.1	7
High complexity	GCF_021607245.1	8
High complexity	GCF_021631985.1	6
High complexity	GCF_021650705.1	3
High complexity	GCF_021650935.1	3
High complexity	GCF_021654285.1	4
High complexity	GCF_021654335.1	1
High complexity	GCF_021654575.1	2
High complexity	GCF_021654775.1	16
High complexity	GCF_021665875.1	5
High complexity	GCF_021696955.2	4
High complexity	GCF_021729845.1	2
High complexity	GCF_021729865.1	4
High complexity	GCF_021729885.1	1
High complexity	GCF_021730305.1	6
High complexity	GCF_021789175.1	1
High complexity	GCF_021789315.1	3
High complexity	GCF_021800405.1	1
High complexity	GCF_021801725.1	2
High complexity	GCF_021869625.1	62
High complexity	GCF_021870055.1	1
High complexity	GCF_021903635.1	10
High complexity	GCF_022013435.1	1
High complexity	GCF_022024175.1	5
High complexity	GCF_022024275.1	2
High complexity	GCF_022026295.1	3
High complexity	GCF_022049065.2	7
High complexity	GCF_022063185.1	6
High complexity	GCF_022163125.1	8
High complexity	GCF_022179425.1	5
High complexity	GCF_022179445.1	3
High complexity	GCF_022179485.1	3
High complexity	GCF_022200785.1	1
High complexity	GCF_022220465.1	8
High complexity	GCF_022221585.1	5
High complexity	GCF_022227035.1	1
High complexity	GCF_022227925.1	1
High complexity	GCF_022229365.1	2
High complexity	GCF_022234565.1	3
High complexity	GCF_022317005.1	3
High complexity	GCF_022340085.1	5
High complexity	GCF_022340925.1	2
High complexity	GCF_022344005.1	3
High complexity	GCF_022345885.1	1
High complexity	GCF_022346285.1	7
High complexity	GCF_022347065.1	1
High complexity	GCF_022354465.1	1
High complexity	GCF_022354485.1	4
High complexity	GCF_022354505.1	5
High complexity	GCF_022354745.1	5
High complexity	GCF_022354825.1	7
High complexity	GCF_022361495.1	10
High complexity	GCF_022368695.1	11
High complexity	GCF_022369515.1	7
High complexity	GCF_022370455.1	1
High complexity	GCF_022374875.2	3
High complexity	GCF_022374895.2	4
High complexity	GCF_022374915.2	8
High complexity	GCF_022374935.2	1
High complexity	GCF_022376295.1	3
High complexity	GCF_022385295.1	2
High complexity	GCF_022385315.1	3
High complexity	GCF_022385335.1	5
High complexity	GCF_022387135.1	2
High complexity	GCF_022392385.1	7
High complexity	GCF_022394535.1	6
High complexity	GCF_022394705.1	3
High complexity	GCF_022394795.1	12
High complexity	GCF_022429625.1	2
High complexity	GCF_022430545.2	3
High complexity	GCF_022437945.1	4
High complexity	GCF_022453915.1	10
High complexity	GCF_022458885.1	2
High complexity	GCF_022479115.1	8
High complexity	GCF_022487465.1	4
High complexity	GCF_022492935.1	5
High complexity	GCF_022533565.1	10
High complexity	GCF_022533585.1	4
High complexity	GCF_022537035.1	11
High complexity	GCF_022554075.1	4
High complexity	GCF_022556315.1	9
High complexity	GCF_022557175.1	2
High complexity	GCF_022557255.1	6
High complexity	GCF_022558505.1	6
High complexity	GCF_022558525.1	7
High complexity	GCF_022558965.1	1
High complexity	GCF_022559625.1	2
High complexity	GCF_022603235.1	10
High complexity	GCF_022604645.1	2
High complexity	GCF_022605325.1	32
High complexity	GCF_022637315.1	12
High complexity	GCF_022637375.1	18
High complexity	GCF_022637395.1	4
High complexity	GCF_022637415.1	2
High complexity	GCF_022637435.1	1
High complexity	GCF_022637455.1	6
High complexity	GCF_022637475.1	12
High complexity	GCF_022637495.1	3
High complexity	GCF_022637515.1	22
High complexity	GCF_022637555.1	2
High complexity	GCF_022637755.1	2
High complexity	GCF_022647325.1	16
High complexity	GCF_022647505.1	13
High complexity	GCF_022647665.1	9
High complexity	GCF_022648765.1	9
High complexity	GCF_022651825.1	1
High complexity	GCF_022655415.1	12
High complexity	GCF_022674245.1	6
High complexity	GCF_022682355.1	5
High complexity	GCF_022695595.1	8
High complexity	GCF_022695635.1	3
High complexity	GCF_022698305.1	6
High complexity	GCF_022699385.1	2
High complexity	GCF_022701295.1	2
High complexity	GCF_022749515.1	1
High complexity	GCF_022759505.1	2
High complexity	GCF_022759525.1	8
High complexity	GCF_022760135.1	13
High complexity	GCF_022760275.1	5
High complexity	GCF_022770695.1	4
High complexity	GCF_022788635.1	6
High complexity	GCF_022788655.1	1
High complexity	GCF_022788695.1	1
High complexity	GCF_022788715.1	1
High complexity	GCF_022807935.1	4
High complexity	GCF_022807955.1	2
High complexity	GCF_022807995.1	6
High complexity	GCF_022809775.1	3
High complexity	GCF_022811105.1	2
High complexity	GCF_022811525.1	2
High complexity	GCF_022811605.1	3
High complexity	GCF_022811645.1	2
High complexity	GCF_022811685.1	10
High complexity	GCF_022811705.1	3
High complexity	GCF_022811725.1	3
High complexity	GCF_022815465.1	2
High complexity	GCF_022819385.1	2
High complexity	GCF_022827545.1	2
High complexity	GCF_022827705.1	4
High complexity	GCF_022828475.1	2
High complexity	GCF_022832715.1	3
High complexity	GCF_022845755.1	4
High complexity	GCF_022846375.1	3
High complexity	GCF_022846435.1	6
High complexity	GCF_022846455.1	4
High complexity	GCF_022846615.1	2
High complexity	GCF_022846655.1	2
High complexity	GCF_022865125.1	2
High complexity	GCF_022867795.2	3
High complexity	GCF_022869105.1	3
High complexity	GCF_022869785.1	2
High complexity	GCF_022869865.1	1
High complexity	GCF_022870505.1	9
High complexity	GCF_022870785.1	12
High complexity	GCF_022870865.1	1
High complexity	GCF_022870885.1	2
High complexity	GCF_022870925.1	3
High complexity	GCF_022870985.1	1
High complexity	GCF_022871065.1	12
High complexity	GCF_022878925.1	7
High complexity	GCF_022879575.1	3
High complexity	GCF_022879595.1	4
High complexity	GCF_022879615.1	5
High complexity	GCF_022879815.1	5
High complexity	GCF_022919075.1	2
High complexity	GCF_022919135.1	3
High complexity	GCF_022919175.1	3
High complexity	GCF_022919335.1	2
High complexity	GCF_022919455.1	2
High complexity	GCF_022919715.1	4
High complexity	GCF_022919895.1	2
High complexity	GCF_022921055.1	1
High complexity	GCF_022921075.1	2
High complexity	GCF_022921095.1	6
High complexity	GCF_022930885.1	5
High complexity	GCF_022965755.1	7
High complexity	GCF_022968815.1	3
High complexity	GCF_022983135.1	1
High complexity	GCF_023016265.1	2
High complexity	GCF_023022985.1	2
High complexity	GCF_023023025.1	10
High complexity	GCF_023078455.1	3
High complexity	GCF_023078475.1	4
High complexity	GCF_023078495.1	4
High complexity	GCF_023078835.1	3
High complexity	GCF_023093695.1	1
High complexity	GCF_023096355.1	2
High complexity	GCF_023100665.1	7
High complexity	GCF_023100725.1	2
High complexity	GCF_023100805.1	5
High complexity	GCF_023100845.1	4
High complexity	GCF_023100865.1	7
High complexity	GCF_023100905.1	5
High complexity	GCF_023100925.1	5
High complexity	GCF_023100945.1	7
High complexity	GCF_023100965.1	5
High complexity	GCF_023100985.1	6
High complexity	GCF_023101005.1	5
High complexity	GCF_023101025.1	5
High complexity	GCF_023101045.1	5
High complexity	GCF_023101065.1	5
High complexity	GCF_023101085.1	3
High complexity	GCF_023101105.1	5
High complexity	GCF_023101125.1	7
High complexity	GCF_023101145.1	16
High complexity	GCF_023101165.1	2
High complexity	GCF_023101185.1	2
High complexity	GCF_023101205.1	2
High complexity	GCF_023101345.1	4
High complexity	GCF_023101365.1	3
High complexity	GCF_023101665.1	5
High complexity	GCF_023101685.1	7
High complexity	GCF_023115425.1	3
High complexity	GCF_023115465.1	6
High complexity	GCF_023130505.1	2
High complexity	GCF_023148185.1	3
High complexity	GCF_023150255.1	3
High complexity	GCF_023151555.2	6
High complexity	GCF_023162085.1	1
High complexity	GCF_023162105.1	6
High complexity	GCF_023167125.1	3
High complexity	GCF_023168325.1	2
High complexity	GCF_023168345.1	6
High complexity	GCF_023168385.1	4
High complexity	GCF_023168405.1	2
High complexity	GCF_023169845.1	8
High complexity	GCF_023169865.1	12
High complexity	GCF_023169885.1	4
High complexity	GCF_023169945.1	4
High complexity	GCF_023169965.1	3
High complexity	GCF_023170545.1	4
High complexity	GCF_023195795.1	5
High complexity	GCF_023208015.1	3
High complexity	GCF_023208195.1	3
High complexity	GCF_023210535.1	7
High complexity	GCF_023218095.1	5
High complexity	GCF_023218155.1	8
High complexity	GCF_023221575.1	1
High complexity	GCF_023242215.1	8
High complexity	GCF_023273835.1	8
High complexity	GCF_023273875.1	1
High complexity	GCF_023277365.1	18
High complexity	GCF_023277745.1	6
High complexity	GCF_023277965.1	4
High complexity	GCF_023278045.1	1
High complexity	GCF_023278545.1	16
High complexity	GCF_023278595.1	32
High complexity	GCF_023283475.1	5
High complexity	GCF_023283565.1	6
High complexity	GCF_023283925.1	3
High complexity	GCF_023311895.1	2
High complexity	GCF_023330585.1	7
High complexity	GCF_023330645.1	5
High complexity	GCF_023330665.1	3
High complexity	GCF_023330685.1	1
High complexity	GCF_023347235.1	5
High complexity	GCF_023347255.1	6
High complexity	GCF_023347275.1	4
High complexity	GCF_023347295.1	6
High complexity	GCF_023347335.1	4
High complexity	GCF_023347355.1	4
High complexity	GCF_023347535.1	6
High complexity	GCF_023349165.1	2
High complexity	GCF_023370075.1	7
High complexity	GCF_023373785.1	1
High complexity	GCF_023373925.1	1
High complexity	GCF_023375135.1	7
High complexity	GCF_023375815.1	10
High complexity	GCF_023376025.1	10
High complexity	GCF_023376055.1	5
High complexity	GCF_023380025.1	3
High complexity	GCF_023383595.1	4
High complexity	GCF_023498005.1	8
High complexity	GCF_023499255.1	4
High complexity	GCF_023502995.1	4
High complexity	GCF_023508125.1	9
High complexity	GCF_023509015.1	8
High complexity	GCF_023511895.1	6
High complexity	GCF_023512095.1	1
High complexity	GCF_023512925.1	7
High complexity	GCF_023515885.1	5
High complexity	GCF_023515955.1	5
High complexity	GCF_023515995.1	3
High complexity	GCF_023517775.1	10
High complexity	GCF_023520895.1	10
High complexity	GCF_023523925.1	8
High complexity	GCF_023539155.1	6
High complexity	GCF_023546785.1	4
High complexity	GCF_023546805.1	8
High complexity	GCF_023558355.1	1
High complexity	GCF_023558375.1	5
High complexity	GCF_023559245.1	2
High complexity	GCF_023573145.1	3
High complexity	GCF_023573565.1	2
High complexity	GCF_023586845.1	9
High complexity	GCF_023588965.1	2
High complexity	GCF_023612075.1	4
High complexity	GCF_023612255.1	5
High complexity	GCF_023614235.1	4
High complexity	GCF_023634805.2	3
High complexity	GCF_023650435.1	9
High complexity	GCF_023651955.1	10
High complexity	GCF_023674485.1	3
High complexity	GCF_023699965.1	6
High complexity	GCF_023701995.1	1
High complexity	GCF_023702105.1	7
High complexity	GCF_023702635.1	2
High complexity	GCF_023702655.1	6
High complexity	GCF_023704055.1	3
High complexity	GCF_023704175.1	4
High complexity	GCF_023712135.1	3
High complexity	GCF_023712515.1	7
High complexity	GCF_023712665.1	6
High complexity	GCF_023712965.1	1
High complexity	GCF_023713885.1	16
High complexity	GCF_023714245.1	12
High complexity	GCF_023714445.1	15
High complexity	GCF_023714885.1	7
High complexity	GCF_023715305.1	5
High complexity	GCF_023715745.1	4
High complexity	GCF_023715885.1	2
High complexity	GCF_023716005.1	6
High complexity	GCF_023716485.1	4
High complexity	GCF_023716685.1	5
High complexity	GCF_023716865.1	3
High complexity	GCF_023716965.1	2
High complexity	GCF_023733635.1	2
High complexity	GCF_023734095.1	4
High complexity	GCF_023734115.1	3
High complexity	GCF_023734135.1	1
High complexity	GCF_023746535.1	2
High complexity	GCF_023746555.1	15
High complexity	GCF_023821985.2	4
High complexity	GCF_023822005.2	4
High complexity	GCF_023822025.1	2
High complexity	GCF_023822045.1	3
High complexity	GCF_023822065.1	3
High complexity	GCF_023823775.1	9
High complexity	GCF_023823855.1	10
High complexity	GCF_023823875.1	11
High complexity	GCF_023823975.1	6
High complexity	GCF_023892995.1	9
High complexity	GCF_023914135.1	10
High complexity	GCF_023921125.1	1
High complexity	GCF_023923245.1	4
High complexity	GCF_023935825.1	2
High complexity	GCF_023983615.1	2
High complexity	GCF_024029875.1	10
High complexity	GCF_024112375.1	6
High complexity	GCF_024112395.1	10
High complexity	GCF_024124775.1	12
High complexity	GCF_024125735.1	8
High complexity	GCF_024134545.1	2
High complexity	GCF_024135805.1	2
High complexity	GCF_024137865.1	21
High complexity	GCF_024137885.1	2
High complexity	GCF_024137905.1	4
High complexity	GCF_024137965.1	1
High complexity	GCF_024138675.1	2
High complexity	GCF_024138715.1	2
High complexity	GCF_024138855.1	1
High complexity	GCF_024138995.1	8
High complexity	GCF_024167885.1	4
High complexity	GCF_024170005.1	2
High complexity	GCF_024170025.1	3
High complexity	GCF_024171415.1	1
High complexity	GCF_024171695.1	3
High complexity	GCF_024178045.1	3
High complexity	GCF_024181025.1	35
High complexity	GCF_024181525.1	3
High complexity	GCF_024181725.1	3
High complexity	GCF_024204685.1	6
High complexity	GCF_024205205.1	6
High complexity	GCF_024205225.1	7
High complexity	GCF_024205665.1	4
High complexity	GCF_024206005.1	3
High complexity	GCF_024206795.1	1
High complexity	GCF_024207115.1	4
High complexity	GCF_024219955.1	7
High complexity	GCF_024220175.1	2
High complexity	GCF_024266725.1	7
High complexity	GCF_024266955.1	5
High complexity	GCF_024271895.1	6
High complexity	GCF_024296805.1	20
High complexity	GCF_024298925.1	1
High complexity	GCF_024321955.1	2
High complexity	GCF_024328335.1	4
High complexity	GCF_024329695.1	2
High complexity	GCF_024346915.1	4
High complexity	GCF_024347195.1	2
High complexity	GCF_024347255.1	2
High complexity	GCF_024347855.1	3
High complexity	GCF_024349025.1	5
High complexity	GCF_024349165.1	3
High complexity	GCF_024349685.1	6
High complexity	GCF_024349785.1	2
High complexity	GCF_024360925.2	4
High complexity	GCF_024362185.1	3
High complexity	GCF_024362205.1	9
High complexity	GCF_024362245.1	2
High complexity	GCF_024362325.1	1
High complexity	GCF_024362365.1	2
High complexity	GCF_024362385.1	2
High complexity	GCF_024363545.1	3
High complexity	GCF_024380015.1	4
High complexity	GCF_024381035.1	10
High complexity	GCF_024397895.1	4
High complexity	GCF_024397915.1	4
High complexity	GCF_024400215.1	6
High complexity	GCF_024413515.1	25
High complexity	GCF_024425175.1	3
High complexity	GCF_024436315.1	16
High complexity	GCF_024442315.1	4
High complexity	GCF_024442335.1	4
High complexity	GCF_024448175.1	6
High complexity	GCF_024448295.1	3
High complexity	GCF_024448735.1	3
High complexity	GCF_024452345.1	6
High complexity	GCF_024453815.1	2
High complexity	GCF_024462715.1	3
High complexity	GCF_024464075.1	4
High complexity	GCF_024496245.1	4
High complexity	GCF_024496285.1	4
High complexity	GCF_024498295.1	6
High complexity	GCF_024498615.1	2
High complexity	GCF_024498955.1	3
High complexity	GCF_024499195.1	2
High complexity	GCF_024505125.1	4
High complexity	GCF_024508275.1	3
High complexity	GCF_024508295.1	1
High complexity	GCF_024508315.1	4
High complexity	GCF_024508335.1	2
High complexity	GCF_024509915.1	6
High complexity	GCF_024519175.1	4
High complexity	GCF_024529975.1	4
High complexity	GCF_024582735.1	1
High complexity	GCF_024584515.1	1
High complexity	GCF_024584705.1	2
High complexity	GCF_024584785.1	2
High complexity	GCF_024584805.1	7
High complexity	GCF_024585085.1	4
High complexity	GCF_024585105.1	5
High complexity	GCF_024585125.1	5
High complexity	GCF_024585165.1	4
High complexity	GCF_024587105.1	1
High complexity	GCF_024600715.1	3
High complexity	GCF_024610595.1	9
High complexity	GCF_024610635.1	14
High complexity	GCF_024611115.1	1
High complexity	GCF_024611135.1	2
High complexity	GCF_024611995.1	6
High complexity	GCF_024612015.1	6
High complexity	GCF_024612035.1	5
High complexity	GCF_024626545.1	1
High complexity	GCF_024628725.1	2
High complexity	GCF_024628825.1	9
High complexity	GCF_024628865.1	4
High complexity	GCF_024652765.1	1
High complexity	GCF_024662015.1	2
High complexity	GCF_024662055.1	4
High complexity	GCF_024662375.1	3
High complexity	GCF_024666385.1	7
High complexity	GCF_024666525.1	6
High complexity	GCF_024666615.1	3
High complexity	GCF_024701375.2	3
High complexity	GCF_024701555.1	1
High complexity	GCF_024703895.1	4
High complexity	GCF_024703955.1	2
High complexity	GCF_024704525.1	5
High complexity	GCF_024706405.1	8
High complexity	GCF_024706965.1	9
High complexity	GCF_024707105.1	2
High complexity	GCF_024707505.1	12
High complexity	GCF_024707525.1	2
High complexity	GCF_024707545.1	4
High complexity	GCF_024721175.1	5
High complexity	GCF_024722395.1	4
High complexity	GCF_024730645.1	11
High complexity	GCF_024730785.1	3
High complexity	GCF_024732225.1	8
High complexity	GCF_024734075.1	2
High complexity	GCF_024734405.1	2
High complexity	GCF_024734645.1	8
High complexity	GCF_024734895.1	16
High complexity	GCF_024741795.1	1
High complexity	GCF_024741815.1	5
High complexity	GCF_024746795.1	1
High complexity	GCF_024746815.1	4
High complexity	GCF_024746835.1	4
High complexity	GCF_024748615.1	5
High complexity	GCF_024748675.1	11
